Tomé-Açu (PA);61709
Tracuateua (PA);30108
Trairão (PA);18469
Tucumã (PA);38508
Tucuruí (PA);110516
Ulianópolis (PA);57525
Uruará (PA);44258
Vigia (PA);52216
Viseu (PA);59735
Vitória do Xingu (PA);14719
Xinguara (PA);43530
Serra do Navio (AP);5111
Amapá (AP);8757
Pedra Branca do Amapari (AP);15125
Calçoene (AP);10525
Cutias (AP);5637
Ferreira Gomes (AP);7270
Itaubal (AP);5172
Laranjal do Jari (AP);47554
Macapá (AP);474706
Mazagão (AP);20387
Oiapoque (AP);25514
Porto Grande (AP);20611
Pracuúba (AP);4779
Santana (AP);115471
Tartarugalzinho (AP);16112
Vitória do Jari (AP);14991
Abreulândia (TO);2571
Aguiarnópolis (TO);6460
Aliança do Tocantins (TO);5527
Almas (TO);7273
Alvorada (TO);8516
Ananás (TO);9749
Angico (TO);3423
Aparecida do Rio Negro (TO);4726
Aragominas (TO);5865
Araguacema (TO);7003
Araguaçu (TO);8692
Araguaína (TO);175960
Araguanã (TO);5645
Araguatins (TO);35216
Arapoema (TO);6756
Arraias (TO);10727
Augustinópolis (TO);18089
Aurora do Tocantins (TO);3735
Axixá do Tocantins (TO);9776
Babaçulândia (TO);10752
Bandeirantes do Tocantins (TO);3500
Barra do Ouro (TO);4544
Barrolândia (TO);5643
Bernardo Sayão (TO);4518
Bom Jesus do Tocantins (TO);4700
Brasilândia do Tocantins (TO);2199
Brejinho de Nazaré (TO);5499
Buriti do Tocantins (TO);11135
Cachoeirinha (TO);2276
Campos Lindos (TO);9795
Cariri do Tocantins (TO);4296
Carmolândia (TO);2555
Carrasco Bonito (TO);4055
Caseara (TO);5265
Centenário (TO);2866
Chapada de Areia (TO);1407
Chapada da Natividade (TO);3364
Colinas do Tocantins (TO);34839
Combinado (TO);4874
Conceição do Tocantins (TO);4179
Couto Magalhães (TO);5529
Cristalândia (TO);7374
Crixás do Tocantins (TO);1708
Darcinópolis (TO);5988
Dianópolis (TO);21738
Divinópolis do Tocantins (TO);6868
Dois Irmãos do Tocantins (TO);7286
Dueré (TO);4727
Esperantina (TO);10793
Fátima (TO);3879
Figueirópolis (TO);5352
Filadélfia (TO);8893
Formoso do Araguaia (TO);18684
Tabocão (TO);2584
Goianorte (TO);5153
Goiatins (TO);12973
Guaraí (TO);25642
Gurupi (TO);85523
Ipueiras (TO);1955
Itacajá (TO);7456
Itaguatins (TO);5980
Itapiratins (TO);3772
Itaporã do Tocantins (TO);2465
Jaú do Tocantins (TO);3821
Juarina (TO);2229
Lagoa da Confusão (TO);12808
Lagoa do Tocantins (TO);4191
Lajeado (TO);3092
Lavandeira (TO);1875
Lizarda (TO);3787
Luzinópolis (TO);3038
Marianópolis do Tocantins (TO);5054
Mateiros (TO);2614
Maurilândia do Tocantins (TO);3409
Miracema do Tocantins (TO);19055
Miranorte (TO);13426
Monte do Carmo (TO);7770
Monte Santo do Tocantins (TO);2264
Palmeiras do Tocantins (TO);6535
Muricilândia (TO);3507
Natividade (TO);9312
Nazaré (TO);4060
Nova Olinda (TO);11715
Nova Rosalândia (TO);4203
Novo Acordo (TO);4267
Novo Alegre (TO);2353
Novo Jardim (TO);2697
Oliveira de Fátima (TO);1110
Palmeirante (TO);5859
Palmeirópolis (TO);7687
Paraíso do Tocantins (TO);50360
Paranã (TO);10562
Pau D'Arco (TO);4853
Pedro Afonso (TO);13288
Peixe (TO);11591
Pequizeiro (TO);5453
Colméia (TO);8409
Pindorama do Tocantins (TO);4520
Piraquê (TO);3044
Pium (TO);7536
Ponte Alta do Bom Jesus (TO);4645
Ponte Alta do Tocantins (TO);7949
Porto Alegre do Tocantins (TO);3102
Porto Nacional (TO);52828
Praia Norte (TO);8365
Presidente Kennedy (TO);3733
Pugmil (TO);2650
Recursolândia (TO);4230
Riachinho (TO);4601
Rio da Conceição (TO);2061
Rio dos Bois (TO);2810
Rio Sono (TO);6512
Sampaio (TO);4579
Sandolândia (TO);3410
Santa Fé do Araguaia (TO);7402
Santa Maria do Tocantins (TO);3356
Santa Rita do Tocantins (TO);2343
Santa Rosa do Tocantins (TO);4833
Santa Tereza do Tocantins (TO);2825
Santa Terezinha do Tocantins (TO);2550
São Bento do Tocantins (TO);5231
São Félix do Tocantins (TO);1571
São Miguel do Tocantins (TO);11906
São Salvador do Tocantins (TO);3084
São Sebastião do Tocantins (TO);4749
São Valério (TO);4111
Silvanópolis (TO);5399
Sítio Novo do Tocantins (TO);9192
Sucupira (TO);1941
Taguatinga (TO);16530
Taipas do Tocantins (TO);2130
Talismã (TO);2777
Palmas (TO);286787
Tocantínia (TO);7460
Tocantinópolis (TO);23119
Tupirama (TO);1843
Tupiratins (TO);2574
Wanderlândia (TO);11677
Xambioá (TO);11683
Açailândia (MA);111339
Afonso Cunha (MA);6486
Água Doce do Maranhão (MA);12457
Alcântara (MA);21673
Aldeias Altas (MA);26387
Altamira do Maranhão (MA);8070
Alto Alegre do Maranhão (MA);26872
Alto Alegre do Pindaré (MA);31312
Alto Parnaíba (MA);11001
Amapá do Maranhão (MA);6895
Amarante do Maranhão (MA);41106
Anajatuba (MA);27352
Anapurus (MA);15696
Apicum-Açu (MA);18374
Araguanã (MA);15332
Araioses (MA);46074
Arame (MA);32145
Arari (MA);29388
Axixá (MA);11975
Bacabal (MA);103359
Bacabeira (MA);17053
Bacuri (MA);17435
Bacurituba (MA);5574
Balsas (MA);94779
Barão de Grajaú (MA);18619
Barra do Corda (MA);87135
Barreirinhas (MA);62458
Belágua (MA);7422
Bela Vista do Maranhão (MA);11103
Benedito Leite (MA);5528
Bequimão (MA);20881
Bernardo do Mearim (MA);5973
Boa Vista do Gurupi (MA);9320
Bom Jardim (MA);41120
Bom Jesus das Selvas (MA);34278
Bom Lugar (MA);16214
Brejo (MA);36102
Brejo de Areia (MA);8696
Buriti (MA);28306
Buriti Bravo (MA);23495
Buriticupu (MA);71979
Buritirana (MA);15180
Cachoeira Grande (MA);8930
Cajapió (MA);11019
Cajari (MA);19110
Campestre do Maranhão (MA);14219
Cândido Mendes (MA);19943
Cantanhede (MA);21759
Capinzal do Norte (MA);10713
Carolina (MA);23803
Carutapera (MA);23576
Caxias (MA);162657
Cedral (MA);10490
Central do Maranhão (MA);8615
Centro do Guilherme (MA);13555
Centro Novo do Maranhão (MA);21565
Chapadinha (MA);78965
Cidelândia (MA);14539
Codó (MA);120810
Coelho Neto (MA);48756
Colinas (MA);40575
Conceição do Lago-Açu (MA);16192
Coroatá (MA);64403
Cururupu (MA);30706
Davinópolis (MA);12659
Dom Pedro (MA);22912
Duque Bacelar (MA);11208
Esperantinópolis (MA);16653
Estreito (MA);42110
Feira Nova do Maranhão (MA);8372
Fernando Falcão (MA);10326
Formosa da Serra Negra (MA);18997
Fortaleza dos Nogueiras (MA);12403
Fortuna (MA);15262
Godofredo Viana (MA);11830
Gonçalves Dias (MA);17586
Governador Archer (MA);10700
Governador Edison Lobão (MA);18316
Governador Eugênio Barros (MA);16582
Governador Luiz Rocha (MA);7708
Governador Newton Bello (MA);9921
Governador Nunes Freire (MA);24991
Graça Aranha (MA);6134
Grajaú (MA);69232
Guimarães (MA);11728
Humberto de Campos (MA);28509
Icatu (MA);26835
Igarapé do Meio (MA);14147
Igarapé Grande (MA);11206
Imperatriz (MA);254569
Itaipava do Grajaú (MA);16009
Itapecuru Mirim (MA);67726
Itinga do Maranhão (MA);25589
Jatobá (MA);10221
Jenipapo dos Vieiras (MA);16321
João Lisboa (MA);23042
Joselândia (MA);15891
Junco do Maranhão (MA);3237
Lago da Pedra (MA);49856
Lago do Junco (MA);10672
Lago Verde (MA);16025
Lagoa do Mato (MA);11048
Lago dos Rodrigues (MA);8664
Lagoa Grande do Maranhão (MA);11286
Lajeado Novo (MA);7489
Lima Campos (MA);11695
Loreto (MA);12009
Luís Domingues (MA);6867
Magalhães de Almeida (MA);19779
Maracaçumé (MA);21293
Marajá do Sena (MA);7604
Maranhãozinho (MA);16366
Mata Roma (MA);16745
Matinha (MA);23091
Matões (MA);33374
Matões do Norte (MA);16908
Milagres do Maranhão (MA);8326
Mirador (MA);20613
Miranda do Norte (MA);28456
Mirinzal (MA);14744
Monção (MA);33156
Montes Altos (MA);8889
Morros (MA);19282
Nina Rodrigues (MA);14489
Nova Colinas (MA);5350
Nova Iorque (MA);4586
Nova Olinda do Maranhão (MA);20768
Olho d'Água das Cunhãs (MA);19206
Olinda Nova do Maranhão (MA);14637
Paço do Lumiar (MA);122420
Palmeirândia (MA);19424
Paraibano (MA);21116
Parnarama (MA);34375
Passagem Franca (MA);18839
Pastos Bons (MA);19271
Paulino Neves (MA);15937
Paulo Ramos (MA);20657
Pedreiras (MA);38365
Pedro do Rosário (MA);25000
Penalva (MA);38144
Peri Mirim (MA);14074
Peritoró (MA);23019
Pindaré-Mirim (MA);32488
Pinheiro (MA);82374
Pio XII (MA);20861
Pirapemas (MA);18413
Poção de Pedras (MA);17023
Porto Franco (MA);23760
Porto Rico do Maranhão (MA);5819
Presidente Dutra (MA);47239
Presidente Juscelino (MA);12656
Presidente Médici (MA);6968
Presidente Sarney (MA);18797
Presidente Vargas (MA);11474
Primeira Cruz (MA);15207
Raposa (MA);30863
Riachão (MA);19701
Ribamar Fiquene (MA);7691
Rosário (MA);42314
Sambaíba (MA);5568
Santa Filomena do Maranhão (MA);7708
Santa Helena (MA);41891
Santa Inês (MA);88013
Santa Luzia (MA);71576
Santa Luzia do Paruá (MA);24946
Santa Quitéria do Maranhão (MA);25334
Santa Rita (MA);37090
Santana do Maranhão (MA);13395
Santo Amaro do Maranhão (MA);15853
Santo Antônio dos Lopes (MA);14222
São Benedito do Rio Preto (MA);18377
São Bento (MA);46039
São Bernardo (MA);28208
São Domingos do Azeitão (MA);7291
São Domingos do Maranhão (MA);33691
São Félix de Balsas (MA);4453
São Francisco do Brejão (MA);11808
São Francisco do Maranhão (MA);11976
São João Batista (MA);20307
São João do Carú (MA);15450
São João do Paraíso (MA);10977
São João do Soter (MA);18345
São João dos Patos (MA);25520
São José de Ribamar (MA);176418
São José dos Basílios (MA);7484
São Luís (MA);1091868
São Luís Gonzaga do Maranhão (MA);18247
São Mateus do Maranhão (MA);40992
São Pedro da Água Branca (MA);12511
São Pedro dos Crentes (MA);4601
São Raimundo das Mangabeiras (MA);18680
São Raimundo do Doca Bezerra (MA);4946
São Roberto (MA);6704
São Vicente Ferrer (MA);20913
Satubinha (MA);13949
Senador Alexandre Costa (MA);11042
Senador La Rocque (MA);13877
Serrano do Maranhão (MA);11040
Sítio Novo (MA);17851
Sucupira do Norte (MA);10416
Sucupira do Riachão (MA);5571
Tasso Fragoso (MA);8455
Timbiras (MA);28635
Timon (MA);167619
Trizidela do Vale (MA);21749
Tufilândia (MA);5746
Tuntum (MA);41342
Turiaçu (MA);35063
Turilândia (MA);25533
Tutóia (MA);58605
Urbano Santos (MA);33038
Vargem Grande (MA);56511
Viana (MA);51738
Vila Nova dos Martírios (MA);13480
Vitória do Mearim (MA);32267
Vitorino Freire (MA);30879
Zé Doca (MA);51084
Acauã (PI);6966
Agricolândia (PI);5062
Água Branca (PI);17119
Alagoinha do Piauí (PI);7526
Alegrete do Piauí (PI);4838
Alto Longá (PI);14070
Altos (PI);39864
Alvorada do Gurguéia (PI);5326
Amarante (PI);17322
Angical do Piauí (PI);6684
Anísio de Abreu (PI);9705
Antônio Almeida (PI);3114
Aroazes (PI);5748
Aroeiras do Itaim (PI);2511
Arraial (PI);4656
Assunção do Piauí (PI);7717
Avelino Lopes (PI);11503
Baixa Grande do Ribeiro (PI);11375
Barra D'Alcântara (PI);3889
Barras (PI);46291
Barreiras do Piauí (PI);3294
Barro Duro (PI);6925
Batalha (PI);26421
Bela Vista do Piauí (PI);3947
Belém do Piauí (PI);3503
Beneditinos (PI);10037
Bertolínia (PI);5413
Betânia do Piauí (PI);6106
Boa Hora (PI);6663
Bocaina (PI);4428
Bom Jesus (PI);24711
Bom Princípio do Piauí (PI);5535
Bonfim do Piauí (PI);5577
Boqueirão do Piauí (PI);6300
Brasileira (PI);8192
Brejo do Piauí (PI);3823
Buriti dos Lopes (PI);19464
Buriti dos Montes (PI);8108
Cabeceiras do Piauí (PI);10406
Cajazeiras do Piauí (PI);3497
Cajueiro da Praia (PI);7510
Caldeirão Grande do Piauí (PI);5684
Campinas do Piauí (PI);5522
Campo Alegre do Fidalgo (PI);4957
Campo Grande do Piauí (PI);5842
Campo Largo do Piauí (PI);7154
Campo Maior (PI);46082
Canavieira (PI);3892
Canto do Buriti (PI);20831
Capitão de Campos (PI);11229
Capitão Gervásio Oliveira (PI);4033
Caracol (PI);10729
Caraúbas do Piauí (PI);5769
Caridade do Piauí (PI);4982
Castelo do Piauí (PI);19410
Caxingó (PI);5330
Cocal (PI);27338
Cocal de Telha (PI);4812
Cocal dos Alves (PI);6054
Coivaras (PI);3953
Colônia do Gurguéia (PI);6372
Colônia do Piauí (PI);7536
Conceição do Canindé (PI);4726
Coronel José Dias (PI);4608
Corrente (PI);26205
Cristalândia do Piauí (PI);8154
Cristino Castro (PI);10253
Curimatá (PI);11190
Currais (PI);4871
Curralinhos (PI);4367
Curral Novo do Piauí (PI);5251
Demerval Lobão (PI);13595
Dirceu Arcoverde (PI);6896
Dom Expedito Lopes (PI);6790
Domingos Mourão (PI);4287
Dom Inocêncio (PI);9404
Elesbão Veloso (PI);14383
Eliseu Martins (PI);4834
Esperantina (PI);39078
Fartura do Piauí (PI);5220
Flores do Piauí (PI);4393
Floresta do Piauí (PI);2518
Floriano (PI);58969
Francinópolis (PI);5264
Francisco Ayres (PI);4288
Francisco Macedo (PI);3128
Francisco Santos (PI);9154
Fronteiras (PI);11432
Geminiano (PI);5352
Gilbués (PI);10522
Guadalupe (PI);10335
Guaribas (PI);4489
Hugo Napoleão (PI);3816
Ilha Grande (PI);9268
Inhuma (PI);15065
Ipiranga do Piauí (PI);9649
Isaías Coelho (PI);8428
Itainópolis (PI);11343
Itaueira (PI);10845
Jacobina do Piauí (PI);5656
Jaicós (PI);18782
Jardim do Mulato (PI);4430
Jatobá do Piauí (PI);4786
Jerumenha (PI);4384
João Costa (PI);2961
Joaquim Pires (PI);14123
Joca Marques (PI);5350
José de Freitas (PI);38550
Juazeiro do Piauí (PI);5391
Júlio Borges (PI);5534
Jurema (PI);4683
Lagoinha do Piauí (PI);2796
Lagoa Alegre (PI);8395
Lagoa do Barro do Piauí (PI);4582
Lagoa de São Francisco (PI);6646
Lagoa do Piauí (PI);3996
Lagoa do Sítio (PI);5087
Landri Sales (PI);5217
Luís Correia (PI);29792
Luzilândia (PI);25082
Madeiro (PI);8170
Manoel Emídio (PI);5266
Marcolândia (PI);8342
Marcos Parente (PI);4478
Massapê do Piauí (PI);6338
Matias Olímpio (PI);10759
Miguel Alves (PI);33209
Miguel Leão (PI);1228
Milton Brandão (PI);6511
Monsenhor Gil (PI);10409
Monsenhor Hipólito (PI);7621
Monte Alegre do Piauí (PI);10448
Morro Cabeça no Tempo (PI);4066
Morro do Chapéu do Piauí (PI);6684
Murici dos Portelas (PI);8997
Nazaré do Piauí (PI);7231
Nazária (PI);8425
Nossa Senhora de Nazaré (PI);4786
Nossa Senhora dos Remédios (PI);8547
Novo Oriente do Piauí (PI);6466
Novo Santo Antônio (PI);2940
Oeiras (PI);36432
Olho D'Água do Piauí (PI);2417
Padre Marcos (PI);6758
Paes Landim (PI);4065
Pajeú do Piauí (PI);3333
Palmeira do Piauí (PI);4967
Palmeirais (PI);14295
Paquetá (PI);3886
Parnaguá (PI);10613
Parnaíba (PI);150547
Passagem Franca do Piauí (PI);4500
Patos do Piauí (PI);6288
Pau D'Arco do Piauí (PI);3975
Paulistana (PI);20192
Pavussu (PI);3623
Pedro II (PI);38127
Pedro Laurentino (PI);2495
Nova Santa Rita (PI);4302
Picos (PI);76928
Pimenteiras (PI);11935
Pio IX (PI);18125
Piracuruca (PI);28312
Piripiri (PI);62733
Porto (PI);12358
Porto Alegre do Piauí (PI);2664
Prata do Piauí (PI);3103
Queimada Nova (PI);8842
Redenção do Gurguéia (PI);8634
Regeneração (PI);17698
Riacho Frio (PI);4246
Ribeira do Piauí (PI);4403
Ribeiro Gonçalves (PI);7214
Rio Grande do Piauí (PI);6331
Santa Cruz do Piauí (PI);6140
Santa Cruz dos Milagres (PI);3952
Santa Filomena (PI);6156
Santa Luz (PI);5761
Santana do Piauí (PI);4559
Santa Rosa do Piauí (PI);5175
Santo Antônio de Lisboa (PI);6305
Santo Antônio dos Milagres (PI);2125
Santo Inácio do Piauí (PI);3731
São Braz do Piauí (PI);4377
São Félix do Piauí (PI);2901
São Francisco de Assis do Piauí (PI);5657
São Francisco do Piauí (PI);6324
São Gonçalo do Gurguéia (PI);2988
São Gonçalo do Piauí (PI);4931
São João da Canabrava (PI);4534
São João da Fronteira (PI);5938
São João da Serra (PI);6050
São João da Varjota (PI);4762
São João do Arraial (PI);7847
São João do Piauí (PI);20258
São José do Divino (PI);5260
São José do Peixe (PI);3689
São José do Piauí (PI);6602
São Julião (PI);6261
São Lourenço do Piauí (PI);4501
São Luis do Piauí (PI);2602
São Miguel da Baixa Grande (PI);2413
São Miguel do Fidalgo (PI);2991
São Miguel do Tapuio (PI);17395
São Pedro do Piauí (PI);14056
São Raimundo Nonato (PI);34109
Sebastião Barros (PI);3421
Sebastião Leal (PI);4224
Sigefredo Pacheco (PI);9880
Simões (PI);14398
Simplício Mendes (PI);12488
Socorro do Piauí (PI);4500
Sussuapara (PI);6612
Tamboril do Piauí (PI);2870
Tanque do Piauí (PI);2719
Teresina (PI);850198
União (PI);43761
Uruçuí (PI);21188
Valença do Piauí (PI);20588
Várzea Branca (PI);4873
Várzea Grande (PI);4325
Vera Mendes (PI);3029
Vila Nova do Piauí (PI);2931
Wall Ferraz (PI);4390
Abaiara (CE);11605
Acarape (CE);16543
Acaraú (CE);62199
Acopiara (CE);53572
Aiuaba (CE);17194
Alcântaras (CE);11459
Altaneira (CE);7479
Alto Santo (CE);16976
Amontada (CE);42901
Antonina do Norte (CE);7278
Apuiarés (CE);14719
Aquiraz (CE);79128
Aracati (CE);73629
Aracoiaba (CE);26269
Ararendá (CE);10823
Araripe (CE);21398
Aratuba (CE);11244
Arneiroz (CE);7777
Assaré (CE);23254
Aurora (CE);24496
Baixio (CE);6228
Banabuiú (CE);18027
Barbalha (CE);59811
Barreira (CE);20978
Barro (CE);22440
Barroquinha (CE);14880
Baturité (CE);35351
Beberibe (CE);53110
Bela Cruz (CE);32378
Boa Viagem (CE);54049
Brejo Santo (CE);48830
Camocim (CE);62985
Campos Sales (CE);27209
Canindé (CE);77514
Capistrano (CE);17668
Caridade (CE);22320
Cariré (CE);18660
Caririaçu (CE);26892
Cariús (CE);18804
Carnaubal (CE);17631
Cascavel (CE);71079
Catarina (CE);20451
Catunda (CE);10365
Caucaia (CE);362223
Cedro (CE);25063
Chaval (CE);12952
Choró (CE);13384
Chorozinho (CE);19197
Coreaú (CE);23107
Crateús (CE);74426
Crato (CE);130604
Croatá (CE);17874
Cruz (CE);23983
Deputado Irapuan Pinheiro (CE);9521
Ereré (CE);7163
Eusébio (CE);52667
Farias Brito (CE);18720
Forquilha (CE);24047
Fortaleza (CE);2627482
Fortim (CE);16272
Frecheirinha (CE);13669
General Sampaio (CE);6922
Graça (CE);15307
Granja (CE);54365
Granjeiro (CE);4425
Groaíras (CE);11012
Guaiúba (CE);26331
Guaraciaba do Norte (CE);39445
Guaramiranga (CE);3547
Hidrolândia (CE);20215
Horizonte (CE);65928
Ibaretama (CE);13218
Ibiapina (CE);24825
Ibicuitinga (CE);12350
Icapuí (CE);19685
Icó (CE);67486
Iguatu (CE);102614
Independência (CE);25967
Ipaporanga (CE);11499
Ipaumirim (CE);12349
Ipu (CE);41576
Ipueiras (CE);37896
Iracema (CE);14125
Irauçuba (CE);23858
Itaiçaba (CE);7738
Itaitinga (CE);39310
Itapajé (CE);51945
Itapipoca (CE);127465
