Pequizeiro (TO);-;-;-
Colméia (TO);-;-;-
Pindorama do Tocantins (TO);-;-;-
Piraquê (TO);-;-;-
Pium (TO);-;-;-
Ponte Alta do Bom Jesus (TO);-;-;-
Ponte Alta do Tocantins (TO);-;-;-
Porto Alegre do Tocantins (TO);-;-;-
Porto Nacional (TO);-;300;-
Praia Norte (TO);-;-;-
Presidente Kennedy (TO);-;-;-
Pugmil (TO);-;-;-
Recursolândia (TO);-;-;-
Riachinho (TO);-;-;-
Rio da Conceição (TO);-;-;-
Rio dos Bois (TO);-;-;-
Rio Sono (TO);-;-;-
Sampaio (TO);-;-;-
Sandolândia (TO);-;-;-
Santa Fé do Araguaia (TO);-;-;-
Santa Maria do Tocantins (TO);-;-;-
Santa Rita do Tocantins (TO);-;-;-
Santa Rosa do Tocantins (TO);-;-;-
Santa Tereza do Tocantins (TO);-;-;-
Santa Terezinha do Tocantins (TO);-;-;-
São Bento do Tocantins (TO);-;-;-
São Félix do Tocantins (TO);-;-;-
São Miguel do Tocantins (TO);-;-;-
São Salvador do Tocantins (TO);-;-;-
São Sebastião do Tocantins (TO);-;-;-
São Valério (TO);-;-;-
Silvanópolis (TO);-;-;-
Sítio Novo do Tocantins (TO);-;-;-
Sucupira (TO);-;-;-
Taguatinga (TO);-;-;-
Taipas do Tocantins (TO);-;-;-
Talismã (TO);-;-;-
Palmas (TO);-;394;-
Tocantínia (TO);-;-;-
Tocantinópolis (TO);-;55;-
Tupirama (TO);-;-;-
Tupiratins (TO);-;-;-
Wanderlândia (TO);-;-;-
Xambioá (TO);-;-;-
Açailândia (MA);-;-;-
Afonso Cunha (MA);-;-;-
Água Doce do Maranhão (MA);-;-;-
Alcântara (MA);-;-;-
Aldeias Altas (MA);-;-;-
Altamira do Maranhão (MA);-;-;-
Alto Alegre do Maranhão (MA);-;-;-
Alto Alegre do Pindaré (MA);-;-;-
Alto Parnaíba (MA);-;17;-
Amapá do Maranhão (MA);-;-;-
Amarante do Maranhão (MA);-;-;-
Anajatuba (MA);-;-;-
Anapurus (MA);-;-;-
Apicum-Açu (MA);-;-;-
Araguanã (MA);-;-;-
Araioses (MA);-;-;-
Arame (MA);-;-;-
Arari (MA);-;-;-
Axixá (MA);-;-;-
Bacabal (MA);-;-;-
Bacabeira (MA);-;-;-
Bacuri (MA);-;-;-
Bacurituba (MA);-;-;-
Balsas (MA);-;-;-
Barão de Grajaú (MA);-;-;-
Barra do Corda (MA);-;-;-
Barreirinhas (MA);-;15;-
Belágua (MA);-;-;-
Bela Vista do Maranhão (MA);-;-;-
Benedito Leite (MA);-;-;-
Bequimão (MA);-;-;-
Bernardo do Mearim (MA);-;-;-
Boa Vista do Gurupi (MA);-;-;-
Bom Jardim (MA);-;-;-
Bom Jesus das Selvas (MA);-;-;-
Bom Lugar (MA);-;-;-
Brejo (MA);-;-;-
Brejo de Areia (MA);-;-;-
Buriti (MA);-;-;-
Buriti Bravo (MA);-;-;-
Buriticupu (MA);-;-;-
Buritirana (MA);-;-;-
Cachoeira Grande (MA);-;-;-
Cajapió (MA);-;-;-
Cajari (MA);-;-;-
Campestre do Maranhão (MA);-;-;-
Cândido Mendes (MA);-;-;-
Cantanhede (MA);-;-;-
Capinzal do Norte (MA);-;-;-
Carolina (MA);-;-;-
Carutapera (MA);-;-;-
Caxias (MA);-;60;-
Cedral (MA);-;-;-
Central do Maranhão (MA);-;-;-
Centro do Guilherme (MA);-;-;-
Centro Novo do Maranhão (MA);-;-;-
Chapadinha (MA);-;-;-
Cidelândia (MA);-;-;-
Codó (MA);-;30;-
Coelho Neto (MA);-;-;-
Colinas (MA);-;-;-
Conceição do Lago-Açu (MA);-;-;-
Coroatá (MA);-;-;-
Cururupu (MA);-;-;-
Davinópolis (MA);-;-;-
Dom Pedro (MA);-;-;-
Duque Bacelar (MA);-;-;-
Esperantinópolis (MA);-;-;-
Estreito (MA);-;-;-
Feira Nova do Maranhão (MA);-;-;-
Fernando Falcão (MA);-;-;-
Formosa da Serra Negra (MA);-;-;-
Fortaleza dos Nogueiras (MA);-;-;-
Fortuna (MA);-;-;-
Godofredo Viana (MA);-;-;-
Gonçalves Dias (MA);-;-;-
Governador Archer (MA);-;-;-
Governador Edison Lobão (MA);-;-;-
Governador Eugênio Barros (MA);-;-;-
Governador Luiz Rocha (MA);-;-;-
Governador Newton Bello (MA);-;-;-
Governador Nunes Freire (MA);-;-;-
Graça Aranha (MA);-;-;-
Grajaú (MA);-;-;-
Guimarães (MA);-;-;-
Humberto de Campos (MA);-;-;-
Icatu (MA);-;-;-
Igarapé do Meio (MA);-;-;-
Igarapé Grande (MA);-;-;-
Imperatriz (MA);-;137;-
Itaipava do Grajaú (MA);-;-;-
Itapecuru Mirim (MA);-;-;-
Itinga do Maranhão (MA);-;-;-
Jatobá (MA);-;-;-
Jenipapo dos Vieiras (MA);-;-;-
João Lisboa (MA);-;-;-
Joselândia (MA);-;-;-
Junco do Maranhão (MA);-;-;-
Lago da Pedra (MA);-;-;-
Lago do Junco (MA);-;-;-
Lago Verde (MA);-;-;-
Lagoa do Mato (MA);-;-;-
Lago dos Rodrigues (MA);-;-;-
Lagoa Grande do Maranhão (MA);-;-;-
Lajeado Novo (MA);-;-;-
Lima Campos (MA);-;-;-
Loreto (MA);-;-;-
Luís Domingues (MA);-;-;-
Magalhães de Almeida (MA);-;-;-
Maracaçumé (MA);-;-;-
Marajá do Sena (MA);-;-;-
Maranhãozinho (MA);-;-;-
Mata Roma (MA);-;-;-
Matinha (MA);-;-;-
Matões (MA);-;-;-
Matões do Norte (MA);-;-;-
Milagres do Maranhão (MA);-;-;-
Mirador (MA);-;-;-
Miranda do Norte (MA);-;-;-
Mirinzal (MA);-;-;-
Monção (MA);-;-;-
Montes Altos (MA);-;-;-
Morros (MA);-;-;-
Nina Rodrigues (MA);-;-;-
Nova Colinas (MA);-;-;-
Nova Iorque (MA);-;-;-
Nova Olinda do Maranhão (MA);-;-;-
Olho d'Água das Cunhãs (MA);-;-;-
Olinda Nova do Maranhão (MA);-;-;-
Paço do Lumiar (MA);-;53;-
Palmeirândia (MA);-;-;-
Paraibano (MA);-;-;-
Passagem Franca (MA);-;-;-
Pastos Bons (MA);-;-;-
Paulino Neves (MA);-;-;-
Paulo Ramos (MA);-;-;-
Pedreiras (MA);-;-;-
Pedro do Rosário (MA);-;-;-
Penalva (MA);-;-;-
Peri Mirim (MA);-;-;-
Peritoró (MA);-;-;-
Pindaré-Mirim (MA);-;-;-
Pinheiro (MA);-;-;-
Pio XII (MA);-;-;-
Pirapemas (MA);-;-;-
Poção de Pedras (MA);-;-;-
Porto Franco (MA);-;5;-
Porto Rico do Maranhão (MA);-;-;-
Presidente Dutra (MA);-;-;-
Presidente Juscelino (MA);-;-;-
Presidente Médici (MA);-;-;-
Presidente Sarney (MA);-;-;-
Presidente Vargas (MA);-;-;-
Primeira Cruz (MA);-;-;-
Raposa (MA);-;-;-
Riachão (MA);-;-;-
Ribamar Fiquene (MA);-;-;-
Rosário (MA);-;-;-
Sambaíba (MA);-;-;-
Santa Filomena do Maranhão (MA);-;-;-
Santa Helena (MA);-;-;-
Santa Inês (MA);-;-;-
Santa Luzia (MA);-;-;-
Santa Luzia do Paruá (MA);-;-;-
Santa Quitéria do Maranhão (MA);-;-;-
Santa Rita (MA);-;-;-
Santana do Maranhão (MA);-;-;-
Santo Amaro do Maranhão (MA);-;-;-
Santo Antônio dos Lopes (MA);-;-;-
São Benedito do Rio Preto (MA);-;-;-
São Bento (MA);-;-;-
São Bernardo (MA);-;-;-
São Domingos do Azeitão (MA);-;-;-
São Domingos do Maranhão (MA);-;-;-
São Félix de Balsas (MA);-;-;-
São Francisco do Brejão (MA);-;-;-
São Francisco do Maranhão (MA);-;-;-
São João Batista (MA);-;-;-
São João do Carú (MA);-;-;-
São João do Paraíso (MA);-;-;-
São João do Soter (MA);-;-;-
São João dos Patos (MA);-;-;-
São José de Ribamar (MA);-;57;-
São José dos Basílios (MA);-;-;-
São Luís (MA);-;789;-
São Luís Gonzaga do Maranhão (MA);-;-;-
São Mateus do Maranhão (MA);-;-;-
São Pedro da Água Branca (MA);-;-;-
São Pedro dos Crentes (MA);-;-;-
São Raimundo das Mangabeiras (MA);-;-;-
São Raimundo do Doca Bezerra (MA);-;-;-
São Roberto (MA);-;-;-
São Vicente Ferrer (MA);-;-;-
Satubinha (MA);-;-;-
Senador Alexandre Costa (MA);-;-;-
Senador La Rocque (MA);-;-;-
Serrano do Maranhão (MA);-;-;-
Sítio Novo (MA);-;-;-
Sucupira do Norte (MA);-;-;-
Sucupira do Riachão (MA);-;-;-
Tasso Fragoso (MA);-;-;-
Timbiras (MA);-;-;-
Timon (MA);-;-;-
Trizidela do Vale (MA);-;-;-
Tufilândia (MA);-;-;-
Tuntum (MA);-;-;-
Turiaçu (MA);-;-;-
Turilândia (MA);-;-;-
Tutóia (MA);-;-;-
Urbano Santos (MA);-;-;-
Vargem Grande (MA);-;-;-
Viana (MA);-;-;-
Vila Nova dos Martírios (MA);-;-;-
Vitória do Mearim (MA);-;-;-
Vitorino Freire (MA);-;-;-
Zé Doca (MA);-;-;-
Acauã (PI);-;-;-
Agricolândia (PI);-;-;-
Água Branca (PI);-;-;-
Alagoinha do Piauí (PI);-;-;-
Alegrete do Piauí (PI);-;-;-
Alto Longá (PI);-;-;-
Altos (PI);-;10;-
Alvorada do Gurguéia (PI);-;-;-
Amarante (PI);-;-;-
Angical do Piauí (PI);-;-;-
Anísio de Abreu (PI);-;-;-
Antônio Almeida (PI);-;4;-
Aroazes (PI);-;-;-
Aroeiras do Itaim (PI);-;-;-
Arraial (PI);-;-;-
Assunção do Piauí (PI);-;-;-
Avelino Lopes (PI);-;-;-
Baixa Grande do Ribeiro (PI);-;-;-
Barra D'Alcântara (PI);-;-;-
Barras (PI);-;-;-
Barreiras do Piauí (PI);-;-;-
Barro Duro (PI);-;-;-
Batalha (PI);-;-;-
Bela Vista do Piauí (PI);-;1;-
Belém do Piauí (PI);-;-;-
Beneditinos (PI);-;-;-
Bertolínia (PI);-;-;-
Betânia do Piauí (PI);-;-;-
Boa Hora (PI);-;-;-
Bocaina (PI);-;-;-
Bom Jesus (PI);-;40;-
Bom Princípio do Piauí (PI);-;-;-
Bonfim do Piauí (PI);-;-;-
Boqueirão do Piauí (PI);-;-;-
Brasileira (PI);-;-;-
Brejo do Piauí (PI);-;-;-
Buriti dos Lopes (PI);-;-;-
Buriti dos Montes (PI);-;-;-
Cabeceiras do Piauí (PI);-;-;-
Cajazeiras do Piauí (PI);-;-;-
Cajueiro da Praia (PI);-;-;-
Caldeirão Grande do Piauí (PI);-;-;-
Campinas do Piauí (PI);-;-;-
Campo Alegre do Fidalgo (PI);-;-;-
Campo Grande do Piauí (PI);-;-;-
Campo Largo do Piauí (PI);-;-;-
Canavieira (PI);-;-;-
Canto do Buriti (PI);-;-;-
Capitão de Campos (PI);-;-;-
Capitão Gervásio Oliveira (PI);-;-;-
Caracol (PI);-;-;-
Caraúbas do Piauí (PI);-;-;-
Caridade do Piauí (PI);-;-;-
Castelo do Piauí (PI);-;-;-
Caxingó (PI);-;-;-
Cocal (PI);-;-;-
Cocal de Telha (PI);-;-;-
Cocal dos Alves (PI);-;-;-
Coivaras (PI);-;-;-
Colônia do Gurguéia (PI);-;-;-
Colônia do Piauí (PI);-;-;-
Conceição do Canindé (PI);-;-;-
Coronel José Dias (PI);-;-;-
Corrente (PI);-;12;-
Cristalândia do Piauí (PI);-;-;-
Cristino Castro (PI);-;-;-
Curimatá (PI);-;-;-
Currais (PI);-;-;-
Curralinhos (PI);-;-;-
Curral Novo do Piauí (PI);-;-;-
Demerval Lobão (PI);-;-;-
Dirceu Arcoverde (PI);-;-;-
Dom Expedito Lopes (PI);-;-;-
Domingos Mourão (PI);-;-;-
Dom Inocêncio (PI);-;-;-
Elesbão Veloso (PI);-;-;-
Eliseu Martins (PI);-;-;-
Esperantina (PI);-;-;-
Fartura do Piauí (PI);-;-;-
Flores do Piauí (PI);-;-;-
Floresta do Piauí (PI);-;-;-
Floriano (PI);-;3;-
Francinópolis (PI);-;-;-
Francisco Ayres (PI);-;-;-
Francisco Macedo (PI);-;-;-
Francisco Santos (PI);-;-;-
Fronteiras (PI);-;30;-
Geminiano (PI);-;-;-
Gilbués (PI);-;-;-
Guadalupe (PI);-;-;-
Guaribas (PI);-;-;-
Hugo Napoleão (PI);-;-;-
Ilha Grande (PI);-;-;-
Inhuma (PI);-;-;-
Ipiranga do Piauí (PI);-;-;-
Isaías Coelho (PI);-;-;-
Itainópolis (PI);-;-;-
Itaueira (PI);-;-;-
Jacobina do Piauí (PI);-;-;-
Jaicós (PI);-;-;-
Jardim do Mulato (PI);-;-;-
Jatobá do Piauí (PI);-;-;-
Jerumenha (PI);-;-;-
João Costa (PI);-;-;-
Joaquim Pires (PI);-;-;-
Joca Marques (PI);-;-;-
José de Freitas (PI);-;2;-
Juazeiro do Piauí (PI);-;-;-
Júlio Borges (PI);-;-;-
Jurema (PI);-;-;-
Lagoinha do Piauí (PI);-;-;-
Lagoa Alegre (PI);-;-;-
Lagoa do Barro do Piauí (PI);-;-;-
Lagoa de São Francisco (PI);-;-;-
Lagoa do Piauí (PI);-;-;-
Lagoa do Sítio (PI);-;-;-
Landri Sales (PI);-;-;-
Luís Correia (PI);-;-;-
Luzilândia (PI);-;-;-
Madeiro (PI);-;-;-
Manoel Emídio (PI);-;-;-
Marcolândia (PI);-;-;-
Marcos Parente (PI);-;-;-
Massapê do Piauí (PI);-;-;-
Matias Olímpio (PI);-;-;-
Miguel Alves (PI);-;-;-
Miguel Leão (PI);-;-;-
Milton Brandão (PI);-;-;-
Monsenhor Gil (PI);-;-;-
Monsenhor Hipólito (PI);-;-;-
Monte Alegre do Piauí (PI);-;-;-
Morro Cabeça no Tempo (PI);-;-;-
Morro do Chapéu do Piauí (PI);-;-;-
Murici dos Portelas (PI);-;-;-
Nazaré do Piauí (PI);-;-;-
Nazária (PI);-;-;-
Nossa Senhora de Nazaré (PI);-;-;-
Nossa Senhora dos Remédios (PI);-;-;-
Novo Oriente do Piauí (PI);-;-;-
Novo Santo Antônio (PI);-;-;-
Oeiras (PI);-;18;-
Olho D'Água do Piauí (PI);-;-;-
Padre Marcos (PI);-;-;-
Paes Landim (PI);-;-;-
Pajeú do Piauí (PI);-;-;-
Palmeira do Piauí (PI);-;-;-
Palmeirais (PI);-;-;-
Paquetá (PI);-;-;-
Parnaguá (PI);-;-;-
Parnaíba (PI);-;163;-
Passagem Franca do Piauí (PI);-;-;-
Patos do Piauí (PI);-;-;-
Pau D'Arco do Piauí (PI);-;-;-
Paulistana (PI);-;-;-
Pavussu (PI);-;-;-
Pedro II (PI);-;-;-
Pedro Laurentino (PI);-;-;-
Nova Santa Rita (PI);-;-;-
Picos (PI);-;130;-
Pimenteiras (PI);-;-;-
Piracuruca (PI);-;-;-
Piripiri (PI);-;-;-
Porto (PI);-;-;-
Porto Alegre do Piauí (PI);-;-;-
Prata do Piauí (PI);-;-;-
Queimada Nova (PI);-;-;-
Redenção do Gurguéia (PI);-;-;-
Regeneração (PI);-;-;-
Riacho Frio (PI);-;-;-
Ribeira do Piauí (PI);-;-;-
Ribeiro Gonçalves (PI);-;-;-
Rio Grande do Piauí (PI);-;-;-
Santa Cruz do Piauí (PI);-;-;-
Santa Cruz dos Milagres (PI);-;-;-
Santa Filomena (PI);-;12;-
Santa Luz (PI);-;-;-
Santana do Piauí (PI);-;-;-
Santa Rosa do Piauí (PI);-;-;-
Santo Antônio de Lisboa (PI);-;-;-
Santo Antônio dos Milagres (PI);-;-;-
Santo Inácio do Piauí (PI);-;-;-
São Braz do Piauí (PI);-;-;-
São Félix do Piauí (PI);-;-;-
São Francisco de Assis do Piauí (PI);-;-;-
São Francisco do Piauí (PI);-;-;-
São Gonçalo do Gurguéia (PI);-;-;-
São Gonçalo do Piauí (PI);-;-;-
São João da Canabrava (PI);-;-;-
São João da Fronteira (PI);-;-;-
São João da Serra (PI);-;-;-
São João da Varjota (PI);-;-;-
São João do Arraial (PI);-;-;-
São João do Piauí (PI);-;-;-
São José do Divino (PI);-;-;-
São José do Peixe (PI);-;-;-
São José do Piauí (PI);-;-;-
São Julião (PI);-;-;-
São Lourenço do Piauí (PI);-;-;-
São Luis do Piauí (PI);-;-;-
São Miguel da Baixa Grande (PI);-;-;-
São Miguel do Fidalgo (PI);-;-;-
São Miguel do Tapuio (PI);-;3;-
São Pedro do Piauí (PI);-;-;-
São Raimundo Nonato (PI);-;-;-
Sebastião Barros (PI);-;-;-
Sebastião Leal (PI);-;-;-
Sigefredo Pacheco (PI);-;-;-
Simões (PI);-;-;-
Socorro do Piauí (PI);-;-;-
Sussuapara (PI);-;-;-
Tamboril do Piauí (PI);-;-;-
Tanque do Piauí (PI);-;-;-
Teresina (PI);-;450;-
União (PI);-;-;-
Uruçuí (PI);-;-;-
Valença do Piauí (PI);-;-;-
Várzea Branca (PI);-;-;-
Várzea Grande (PI);-;-;-
Vera Mendes (PI);-;-;-
Vila Nova do Piauí (PI);-;-;-
Wall Ferraz (PI);-;-;-
Abaiara (CE);-;-;-
Acarape (CE);-;16;-
Acaraú (CE);-;31;-
Acopiara (CE);-;24;-
Aiuaba (CE);-;-;-
Alcântaras (CE);-;6;-
Altaneira (CE);-;6;-
Alto Santo (CE);-;-;-
Amontada (CE);-;2;-
Antonina do Norte (CE);-;2;-
Apuiarés (CE);-;-;-
Aquiraz (CE);-;38;-
Aracati (CE);-;57;-
Aracoiaba (CE);-;-;-
Ararendá (CE);-;-;-
Araripe (CE);-;3;-
Aratuba (CE);-;3;-
Arneiroz (CE);-;-;-
Assaré (CE);-;-;-
Aurora (CE);-;11;-
Baixio (CE);-;6;-
Barbalha (CE);-;46;-
Barreira (CE);-;20;-
Barro (CE);-;8;-
Barroquinha (CE);-;19;-
Baturité (CE);-;1;-
Beberibe (CE);-;19;-
Bela Cruz (CE);-;31;-
Boa Viagem (CE);-;22;-
Brejo Santo (CE);-;-;-
Camocim (CE);-;85;-
Campos Sales (CE);-;14;-
Canindé (CE);-;23;-
Capistrano (CE);-;-;-
Caridade (CE);-;-;-
Cariré (CE);-;-;-
Caririaçu (CE);-;-;-
Cariús (CE);-;-;-
Carnaubal (CE);-;-;-
Cascavel (CE);-;5;-
Catarina (CE);-;15;-
Catunda (CE);-;-;-
Caucaia (CE);-;307;-
Cedro (CE);-;4;-
Chaval (CE);-;-;-
Choró (CE);-;-;-
Chorozinho (CE);-;-;-
Coreaú (CE);-;10;-
Crateús (CE);-;132;-
Croatá (CE);-;6;-
Cruz (CE);-;-;-
Deputado Irapuan Pinheiro (CE);-;-;-
Ereré (CE);-;-;-
Eusébio (CE);-;35;-
Farias Brito (CE);-;12;-
Forquilha (CE);-;18;-
Fortaleza (CE);-;2531;-
Fortim (CE);-;-;-
Frecheirinha (CE);-;7;-
General Sampaio (CE);-;-;-
Graça (CE);-;7;-
Granja (CE);-;-;-
Granjeiro (CE);-;3;-
Guaiúba (CE);-;11;-
Guaraciaba do Norte (CE);-;16;-
Guaramiranga (CE);-;2;-
Hidrolândia (CE);-;-;-
Horizonte (CE);-;13;-
Ibaretama (CE);-;-;-
Ibiapina (CE);-;-;-
Ibicuitinga (CE);-;-;-
Icapuí (CE);-;-;-
Icó (CE);-;49;-
Independência (CE);-;15;-
Ipaporanga (CE);-;-;-
Ipaumirim (CE);-;-;-
Ipu (CE);-;-;-
Ipueiras (CE);-;-;-
Iracema (CE);-;-;-
Irauçuba (CE);-;3;-
Itaiçaba (CE);-;-;-
Itaitinga (CE);-;3;-
Itapajé (CE);-;-;-
Itapipoca (CE);-;57;-
Itapiúna (CE);-;-;-
Itarema (CE);-;17;-
Itatira (CE);-;3;-
Jaguaretama (CE);-;1;-
Jaguaribara (CE);-;40;-
Jaguaribe (CE);-;19;-
Jaguaruana (CE);-;-;-
Jardim (CE);-;-;-
Jati (CE);-;-;-
Jijoca de Jericoacoara (CE);-;22;1
Juazeiro do Norte (CE);-;185;-
Jucás (CE);-;-;-
Lavras da Mangabeira (CE);-;-;-
Limoeiro do Norte (CE);-;160;-
Madalena (CE);-;-;-
Maracanaú (CE);-;235;-
Maranguape (CE);-;74;-
Marco (CE);-;-;-
Martinópole (CE);-;-;-
Massapê (CE);-;16;-
Mauriti (CE);-;12;-
Meruoca (CE);-;-;-
Milagres (CE);-;-;-
Milhã (CE);-;-;-
Miraíma (CE);-;-;-
Missão Velha (CE);-;4;-
Mombaça (CE);-;-;-
Monsenhor Tabosa (CE);-;-;-
Morada Nova (CE);-;4;-
Moraújo (CE);-;-;-
Morrinhos (CE);-;-;-
Mucambo (CE);-;9;-
Mulungu (CE);-;4;-
Nova Olinda (CE);-;12;-
Nova Russas (CE);-;2;-
Novo Oriente (CE);-;23;-
Ocara (CE);-;8;-
Orós (CE);-;-;-
Pacajus (CE);-;3;-
Pacatuba (CE);-;42;-
Pacoti (CE);-;6;-
Pacujá (CE);-;7;-
Palhano (CE);-;-;-
Palmácia (CE);-;5;-
Paracuru (CE);-;25;-
Paraipaba (CE);-;26;-
Parambu (CE);-;-;-
Paramoti (CE);-;5;-
Pedra Branca (CE);-;-;-
Penaforte (CE);-;-;-
Pentecoste (CE);-;-;-
Pereiro (CE);-;-;-
Pindoretama (CE);-;-;-
Piquet Carneiro (CE);-;-;-
Pires Ferreira (CE);-;-;-
Poranga (CE);-;12;-
Potengi (CE);-;-;-
Potiretama (CE);-;-;-
Quiterianópolis (CE);-;-;-
Quixadá (CE);-;84;-
Quixelô (CE);-;19;-
Quixeramobim (CE);-;-;-
Quixeré (CE);-;-;-
Redenção (CE);-;2;-
Reriutaba (CE);-;-;-
Russas (CE);-;53;-
Saboeiro (CE);-;1;-
Salitre (CE);-;4;-
Santana do Acaraú (CE);-;-;-
Santana do Cariri (CE);-;-;-
Santa Quitéria (CE);-;-;-
São Benedito (CE);-;28;-
São Gonçalo do Amarante (CE);-;69;-
São Luís do Curu (CE);-;15;-
Senador Pompeu (CE);-;-;-
Senador Sá (CE);-;1;-
Sobral (CE);-;462;-
Solonópole (CE);-;-;-
Tabuleiro do Norte (CE);-;7;-
Tamboril (CE);-;-;-
Tarrafas (CE);-;1;-
Tauá (CE);-;19;-
Tejuçuoca (CE);-;-;-
Tianguá (CE);-;72;-
Trairi (CE);-;6;-
Tururu (CE);-;-;-
Ubajara (CE);-;-;-
Umirim (CE);-;-;-
Uruburetama (CE);-;-;-
Uruoca (CE);-;8;-
Varjota (CE);-;-;-
Várzea Alegre (CE);-;-;-
Viçosa do Ceará (CE);-;-;-
Acari (RN);-;25;23
Açu (RN);-;-;-
Afonso Bezerra (RN);-;11;10
Água Nova (RN);-;-;-
Alexandria (RN);-;20;-
Almino Afonso (RN);-;1;-
Alto do Rodrigues (RN);-;2;-
Angicos (RN);-;-;-
Antônio Martins (RN);-;11;11
Apodi (RN);-;-;-
Areia Branca (RN);-;-;-
Arês (RN);-;-;-
Campo Grande (RN);-;-;-
Baía Formosa (RN);-;-;-
Baraúna (RN);-;-;-
Barcelona (RN);-;-;-
Bento Fernandes (RN);-;-;-
Bodó (RN);-;-;-
Bom Jesus (RN);-;-;-
Brejinho (RN);-;-;-
Caiçara do Norte (RN);-;-;-
Caiçara do Rio do Vento (RN);-;6;6
Caicó (RN);-;10;10
Campo Redondo (RN);-;13;3
Canguaretama (RN);-;-;-
Caraúbas (RN);-;-;-
Carnaúba dos Dantas (RN);-;1;-
Carnaubais (RN);-;13;12
Ceará-Mirim (RN);-;43;-
Cerro Corá (RN);-;6;-
Coronel Ezequiel (RN);-;-;-
Coronel João Pessoa (RN);-;-;-
Cruzeta (RN);-;31;-
Currais Novos (RN);-;89;89
Doutor Severiano (RN);-;3;-
Parnamirim (RN);-;31;6
Encanto (RN);-;-;-
Equador (RN);-;-;-
Espírito Santo (RN);-;6;5
Extremoz (RN);-;-;-
Felipe Guerra (RN);-;-;-
Fernando Pedroza (RN);-;-;-
Florânia (RN);-;20;-
Francisco Dantas (RN);-;-;-
Frutuoso Gomes (RN);-;-;-
Galinhos (RN);-;-;-
Goianinha (RN);-;10;8
Governador Dix-Sept Rosado (RN);-;-;-
Grossos (RN);-;-;-
Guamaré (RN);-;32;-
Ielmo Marinho (RN);-;-;-
Ipanguaçu (RN);-;-;-
Ipueira (RN);-;-;-
Itajá (RN);-;-;-
Itaú (RN);-;-;-
Jaçanã (RN);-;5;-
Jandaíra (RN);-;-;-
Janduís (RN);-;-;-
Januário Cicco (RN);-;-;-
Japi (RN);-;-;-
Jardim de Angicos (RN);-;-;-
Jardim de Piranhas (RN);-;-;-
Jardim do Seridó (RN);-;27;-
João Câmara (RN);-;22;22
João Dias (RN);-;-;-
José da Penha (RN);-;1;-
Jucurutu (RN);-;11;-
Jundiá (RN);-;-;-
Lagoa d'Anta (RN);-;-;-
Lagoa de Pedras (RN);-;-;-
Lagoa de Velhos (RN);-;-;-
Lagoa Nova (RN);-;10;10
Lagoa Salgada (RN);-;-;-
Lajes (RN);-;30;-
Lajes Pintadas (RN);-;5;5
Lucrécia (RN);-;5;-
Luís Gomes (RN);-;-;-
Macaíba (RN);-;22;22
Macau (RN);-;43;4
Major Sales (RN);-;-;-
Marcelino Vieira (RN);-;-;-
Martins (RN);-;-;-
Maxaranguape (RN);-;-;-
Messias Targino (RN);-;3;-
Montanhas (RN);-;-;-
Monte Alegre (RN);-;3;2
Monte das Gameleiras (RN);-;-;-
Mossoró (RN);-;212;63
Natal (RN);-;964;313
Nísia Floresta (RN);-;-;-
Nova Cruz (RN);-;17;12
Olho d'Água do Borges (RN);-;-;-
Ouro Branco (RN);-;25;-
Paraná (RN);-;-;-
Paraú (RN);-;-;-
Parazinho (RN);-;-;-
Parelhas (RN);-;43;41
Rio do Fogo (RN);-;-;-
Passa e Fica (RN);-;20;-
Passagem (RN);-;-;-
Patu (RN);-;-;-
Santa Maria (RN);-;-;-
Pau dos Ferros (RN);-;11;4
Pedra Grande (RN);-;-;-
Pedra Preta (RN);-;-;-
Pedro Avelino (RN);-;11;22
Pedro Velho (RN);-;18;9
Pendências (RN);-;26;26
Pilões (RN);-;4;-
Poço Branco (RN);-;-;-
Portalegre (RN);-;-;-
Porto do Mangue (RN);-;-;-
Serra Caiada (RN);-;5;15
Pureza (RN);-;-;-
Rafael Fernandes (RN);-;-;-
Rafael Godeiro (RN);-;-;-
Riacho da Cruz (RN);-;6;3
Riacho de Santana (RN);-;-;-
Riachuelo (RN);-;6;28
Rodolfo Fernandes (RN);-;-;-
Tibau (RN);-;-;-
Ruy Barbosa (RN);-;-;-
Santa Cruz (RN);-;80;-
Santana do Matos (RN);-;-;-
Santana do Seridó (RN);-;3;3
Santo Antônio (RN);-;8;7
São Bento do Norte (RN);-;-;-
São Bento do Trairí (RN);-;6;5
São Fernando (RN);-;9;-
São Francisco do Oeste (RN);-;-;-
São Gonçalo do Amarante (RN);-;102;14
São João do Sabugi (RN);-;-;-
São José de Mipibu (RN);-;2;1
São José do Campestre (RN);-;3;-
São José do Seridó (RN);-;6;5
São Miguel (RN);-;-;-
São Miguel do Gostoso (RN);-;-;-
São Paulo do Potengi (RN);-;10;10
São Pedro (RN);-;-;-
São Rafael (RN);-;23;23
São Tomé (RN);-;8;22
São Vicente (RN);-;-;-
Senador Elói de Souza (RN);-;-;-
Senador Georgino Avelino (RN);-;-;-
Serra de São Bento (RN);-;-;-
Serra do Mel (RN);-;-;-
Serra Negra do Norte (RN);-;18;-
Serrinha (RN);-;-;-
Serrinha dos Pintos (RN);-;-;-
Severiano Melo (RN);-;-;-
Sítio Novo (RN);-;3;-
Taboleiro Grande (RN);-;3;-
Taipu (RN);-;-;-
Tangará (RN);-;23;-
